"TOKEN";"REFTEXT"
"GAAWXJSLQL";"M1008 CUCV MP"
"GAFYKHWDVX";"11-Y ORAP"
"GAKRKOBOPD";"#UK  15 Infantry Brigade"
"GALWRZJJEQ";"Fallschirm.-Bat. 262"
"GAMCVTSWLG";"Bloodhound"
"GANKMEFIZZ";"ZIL-157 SNAB."
"GARWNSXRNK";"VKK 222"
"GASLZRBGHF";"KRAKA TOW"
"GAVYIYPSXS";"LEOPARD C1 CP"
"GAWRQONTYA";"KH vz.18/47N 152mm"
"GAXSQVIFTD";"T-55AM1K"
"GAYIRKIQVT";"A-109A HIRUNDO"
"GBAFHBTYTI";"MOT.-SCHÜTZEN FÜH."
"GBEIMUVUFT";"GUARDS"
"GBFFBCIDFY";"M/85"
"GBFQVMCWJU";"Heavily-armed helicopter"
"GBFWCTJNIP";"4-7th Field Artillery Rgt."
"GBGAGJNBPW";"Mk 82"
"GBGBUWVHNE";"The Royal Yeomanry"
"GBNPZXMYUR";"MOT.-SCHÜTZEN (s.MG)"
"GBOWSKCJQT";"BTR-60PUM"
"GBPLFTKGMZ";"W50 LA/A"
"GBQPRYEOAE";"1-36 pz"
"GBSJSVGXEG";"MILAN"
"GBXCRBBHZN";"3-79. MSP"
"GBXVIJBDTF";"TOA-VCZ"
"GCAOLDXDWR";"MARINES (AT-4)"
"GCCUEIHHKG";"126-ya IAD"
"GCGDOHYSPM";"Mi-2US ADDER"
"GCGVXMHJEK";"#SOV 353-y Gv. Tank. Polk"
"GCINNOHWKQ";"Panzer-Bat. 291"
"GCLEVKKGZI";"MiG-29S"
"GCOZBJCCFF";"3rd Arm/Cavalry Recon Group"
"GCPMTPFHQX";"ML-20"
"GCQELASUUK";"CT-133 SILVER STAR [RKT]"
"GCQKXEFPDO";"M113A1-B"
"GCQZSNGHSW";"AB M1025 HUMVEE TOW"
"GCVRYSXYNZ";"FV432 COMMAND"
"GCXZNUOXNK";"PzGrenadier-Bat. 72"
"GCZNJZWZXI";"MAN KAT 6x6"
"GDCRQKMGXF";"2A21"
"GDDFRNWOFL";"3-44th ADA"
"GDDLFCMDGE";"M813A1 SUPPLY"
"GDECFLEZQI";"CH-47C SUPPLY"
"GDPMCGDQYZ";"MiG-31 [AA2]"
"GDTPDSKXCI";"Esc. de Chasse 3/11 Corse"
"GDUXCDNYTN";"3e Bataillon Parachutiste"
"GDXKUQTPHM";"VBK 20"
"GDZDHKXZGC";"MD-2"
"GEEWFWTUTL";"AANF1 7,62mm"
"GEFBTMRHWG";"[SHOCK#trait_SHOCK] [PARA#trait_PARA] "
"GEHMSVIEHC";"INGENIØR"
"GEIOJRJUNF";"2-64. TP"
"GEJCOXHKJG";"107/108 Afdva"
"GEJQTUPJLR";"ALOUETTE II"
"GEKKGVXETN";"#CZ 71. KDBr"
"GEOKXHSJLK";"3-333-y MSP"
"GEOVZDBVBT";"Special Forces"
"GEPAINRAOW";"FRR-8"
"GEQRWBOAOB";"AB M1025 HUMVEE AGL"
"GETCEMTEXN";"RAZVEDKA"
"GETVYKFIZY";"1-16 pa"
"GEWKQOCEYW";"75 prplot"
"GEYEXTFOLS";"Tampella"
"GFCDWHXWCY";"9K38 Igla-N"
"GFGBAARGRY";"336-Y.G.BR.M.P. OFFICIAL BATTLEGROUP"
"GFGCODEPDU";"MT-12"
"GFKMTBVWQB";"2-670-y Art. Polk"
"GFNUITUCTT";"YPR-765 PRV"
"GFOCGQLFWZ";"673-y otd. Zen.-Rak. Bat."
"GFPIIZPGWH";"#CZ 67. Motostřelecký Pluk"
"GFPOVZIUSB";"Malyutka-M"
"GFQWVQQMOF";"DESANTNIKI"
"GFRRRCMPNH";"COMMANDOS DE L'AIR"
"GFSLQQCBAK";"R-330T TARAN"
"GFTUKJDEOT";"1-237-y Tank. Polk"
"GFVXXKIHKF";"ATO-54"
"GFWNXDRICX";"Escadre de Chasse 3"
"GFZYSJTMQK";"TRF1"
"GGCMOWMBPX";"TOA-PM-120"
"GGEFVCFREY";"LEOPARD 2A4(C)"
"GGJCEUOFXK";"16 br"
"GGKYGZQTEG";"L7A3"
"GGMGMNUOSV";"M101 105mm"
"GGSLNBFHEX";"SNIPER RIFLE"
"GGSXJPQQHB";"FAL"
"GGUQIREIWT";"GRIZZLY CP"
"GGUYVLGVCX";"Ground Surveillance Radar units receive a +1 Optics level when not moving."
"GGXXIFAVGF";"DAF YA-4400"
"GHBUQBKXUA";"1-6 pz"
"GHCLPNTROY";"3-11 pz"
"GHCXUAITJS";"ERC-90 SAGAIE"
"GHFVOYWFSU";"Res. Mot.-Schützenbat. 43"
"GHIXPHTPNX";"I./MSR. 13"
"GHNAICDKEH";"M29 81mm"
"GHQNKQJJNK";"1-41st Infantry Rgt."
"GHTAXOCZQL";"LARO"
"GHVPUBTTQB";"3de Linie"
"GHWFJOJVAI";"PT-76B"
"GHWSJWIOPT";"RESERVISTES"
"GHYMQKZAYZ";"Su-7BKŁ [HE]"
"GHZKLGAEAE";"3-29-y Gv. Tank. Polk"
"GHZUTLOIZT";"1-75 pz"
"GIDPRVDYNR";"BTR-60PB"
"GIEZRYAKVY";"9M117"
"GIJCBPHKYU";"AMX-30EM1"
"GIJGJEPZGT";"MOR. OTDELENIE PODDERZHKI"
"GILNRDFPMA";"BRDM-2 STRELA-1"
"GILTMXTTQD";"USMC Mk.19 40mm"
"GINEUORKPC";"RESERVISTES"
"GIRNYMXRRE";"BM-24M"
"GIRTMPJTLJ";"GREEN BERETS"
"GISLRKYQAT";"A-19"
"GIUDKCQGEX";"#CZ 19. Motostřelecká Divize"
"GIWDPIMXKI";"Stab.-1. MSD"
"GIWEOMABSS";"Teritoriální Prapor"
"GIXMUPKTNG";"M113A1 DOZER"
"GIYRFLGJXE";"AMX-13 VCG F1"
"GIZJVXGLTH";"45 Field Rgt. RA"
"GJBFTLDATS";"AH-1W SUPERCOBRA [AT]"
"GJFWKKLFSP";"1-8 Bah"
"GJHFCZGGRB";"2-244-y Gv. MSP"
"GJIVKSDYZS";"N.G. ENGINEERS (M67)"
"GJJPMPNJNU";"DB-7 DDdes"
"GJKDBHMCEN";"T-62MV"
"GJKMDBDKZK";"DESANT. SNAJPER"
"GJKXWLAGPM";"ATMP MILAN"
"GJONSQJWIG";"MIRAGE III E [AT]"
"GJPCTNKLBZ";"DECKUNGSGRUPPE"
"GJSNLWDGDR";"AGM-65E Maverick"
"GJTATOXEWM";"L11A5"
"GJXNWFIDRH";"86-y otd. Tank. Bat."
"GKBLUEOPUG";"#DDR 9. PzD"
"GKESZLUTXP";"V3S"
"GKFLMOGKFQ";"421TFS"
"GKGKVOWLLI";"TMG M/50 12,7mm"
"GKOUWMLVWS";"Igla"
"GKPQWKKPZK";"I,/Royal Irish Rangers"
"GKSQUEBHOA";"challenge 11 ACR"
"GKSSJLCNLS";"1er Rgt. d'Artillerie"
"GKUVRUDXNW";"T815 MUN."
"GKVKDPJRZL";"Sicherungs-Bat. 4432"
"GLCHUFJCAE";"2-YA GV. MOTOSTRELK. DIV."
"GLCJZUHTEL";"Mk.5 Incendiary"
"GLCZEVUTIJ";"ØSTRE LANDSDELSKOMMAND"
"GLEPREONRL";"3-243-y Gv. MSP"
"GLGEEBMBGJ";"1-28-y Gv. Tank. Polk"
"GLIGKLOZZT";"264kg"
"GLIHWWCESI";"F-16A [AA1]"
"GLOBCNVQEK";"5e RALC"
"GLPCGKHAGP";"Su-22M4 [NPLM]"
"GLPROVHJGF";"CVR(T) STRIKER"
"GLPZNUXNZV";"1000kg"
"GLUDUBWHXC";"#DDR 15. Panzer-Rgt."
"GLVGFHXELM";"1-744-y Art. Polk"
"GLVQKASIWS";"3-275-y Gv. MSP"
"GLVWPWJDUA";"BO-105 PAH-1A1"
"GLZVUWJPDZ";"FlaRak-Bat. 36"
"GMEAMNTOCF";"CHEVROL CHEVRETTE PM"
"GMESKVNKCY";"#SOV 53-ya. Zen. Rak. Brigada"
"GMEZVXTAMY";"BME-330 C"
"GMHKFXKBNB";"M126"
"GMJECVYZVR";"Velitelství a štáb 13. TD"
"GMLQQSLCAX";"HQ-NORTHAG"
"GMMEULKJQS";"ZÁSOBOVACÍ T813"
"GMOKTYCSXJ";"PARA. FV105 SULTAN"
"GMOOBGVHCL";"FlaRak-Gruppe 42"
"GMOVZCGEIH";"BM59-TA"
"GMRKWLNWXW";"#RFA VBK 43"
"GMSVVBVNTM";"#BEL 1ste Wing"
"GMUBTEYDAR";"LehrPz T-72"
"GMULELFSWX";"ODAB-500PM"
"GMVRCNIUFC";"4-y Gv. Razvedka Bat."
"GNCKODYAFU";"SNIPER SAS"
"GNGOLUBGKI";"286-y Zen. Rak. Polk"
"GNIFXKTHNO";"9 TD"
"GNMPCDEVUB";"USMCR AAVP-7A1 WEGS"
"GNOEOVZIJC";"L7A1"
"GNOSBZVIXZ";"BWP-1"
"GNOULDGFIU";"SPW-152A ZPU-2"
"GNSJNMEFJT";"3-MSR. 29"
"GNSPHTHQAB";"LARO"
"GNTKMVQKGO";"1 Regiment AAC"
"GNWAMPYREC";"M55 75"
"GNZXZPTABP";"ATO-54"
"GOBTHMUEXB";"LEOPARD 1 DK"
"GOCYYSBJAJ";"VAB RECO"
"GOHLOJAZQD";"#CZ 55. Motostřelecký Pluk"
"GOMSACYMBS";"MNAD"
"GOOEGYDUTP";"100mm HEAT"
"GOUYKHYXFB";"2-51-y Gv. Tank. Polk"
"GOXLFPUHQX";"2-YA GV. MOTOSTRELK. DIV."
"GOYSWQVKZE";"URAL-4320 ZPU-4"
"GOZTBGYTSL";"MK-77"
"GPETQPLYQS";"MiG-27K [LGB1]"
"GPFACVPVNW";"125mm"
"GPGDZAFZEB";"6800kg"
"GPHAFYSFQC";"1-49. DP"
"GPKBBTQEVG";"T-55AMS MERIDA"
"GPNIXTMLGI";"Aufk.-Bataillon 9"
"GPPWECJXYL";"1-47. DP"
"GPWYRTEKKK";"PzGrenadier-Bat. 82"
"GQGYEISFZE";"3-Royal Canadian Rgt."
"GQHDRYRYZH";"F-15C EAGLE [AA2]"
"GQHGRPMFRT";"M-30"
"GQLAHAUNQF";"Feldartillerie-Bat. 121"
"GQOMDRTMRU";"HS Mk.V"
"GQPQRAFLDI";"Line"
"GQPRSBMQUP";"TORNADO GR.1 [CLU]"
"GQQEHPVWNF";"7,/115-y otd. Tank. Polk"
"GQUCGOCIMG";"M1040 FAV"
"GQUHTWOJGC";"KS-19"
"GQXLQBYQAX";"9M55K5"
"GQXUYULQCB";"11 Tkbat"
"GQZEJGRFAK";"2e Cuirassiers"
"GRCWTGUSTP";"CN-105 F1"
"GRDKJKSWDX";"T-34/85M"
"GRGBDRYTKO";"UNIMOG S404"
"GRIXIPPHOU";"27-YA GV. MOTOSTRELK. DIV."
"GRJBFYQFRM";"MW-1 KB44"
"GRKNWDXKXI";"13. tanková divize"
"GRLGBHATHJ";"Mi-2T"
"GRMJOZGBNX";"AKMS"
"GRNPBWQUVH";"KPVT"
"GRQPLASXQR";"526-y Otd. Zen. Rak. Bat."
"GRTNXIVLPA";"TOP M-43 76,2mm"
"GRWQKTCNQX";"D-30"
"GRZIQBGQGQ";"Jäger-Bat. 712"
"GRZSIGUNIY";"60e Rgt. d'Artillerie"
"GSBIYBJLMY";"FAL"
"GSHEDDHURZ";"RPK"
"GSJNHUIYCT";"3ste Wing"
"GSJPMSOYRZ";"CHIEFTAIN MK. 1/4"
"GSOHQTSLLY";"GEBIRGSJÄGER FÜH."
"GSQHTZMARI";"ALPINI GUASTATORI"
"GSTTAMYEQN";"ADATS"
"GSTZPNINTG";"EM-4e DAM"
"GSXHYQXRIH";"M47E2"
"GSXXTTUETX";"AIM-54 Phoenix"
"GTAHLPQSHT";"#ESP Brigada Acorazada 12"
"GTAVNFKFHP";"AH-1W SUPERCOBRA [AT]"
"GTBHIHTZAL";"F-111E [HE]"
"GTDCYFQWGR";"FRR-17"
"GTFCQRBLSB";"1-5 pz"
"GTKHRNPJUC";"UK Vz.59"
"GTQGBWZKHZ";"244 Afdva"
"GTTSDXHUJS";"2-11 pz"
"GTTZBOGNHM";"PARA. M101 105mm"
"GTVDVDUOHA";"VIB"
"GTVNJNQBMI";"2A36"
"GTVZTGDTWN";"ROVER WOMBAT"
"GTZMNCZKEE";"ALOUETTE III"
"GTZOKXIAOY";"238-y otd. Vertolotnyy Polk"
"GUBDCOXOJE";"MiG-23MLD [AA1]"
"GUCKZLWCRO";"This recon unit is equipped with a portable Ground Surveillance Radar, detecting targets beyond visual range. Once deployed, it needs to remain stationary to function."
"GUDMZCWNOE";"B-11"
"GUFKTDEUDC";"BAW-485"
"GUFTQLBODW";"T-55A"
"GUIHINFIES";"FIRE TEAM (LAW)"
"GULGXMUGGT";"A.109HA-2"
"GULNKRORCZ";"Carl Gustav M2"
"GUNPOVZTCC";"GEB. SCHARFSCHÜTZE"
"GUQDRYXBFW";"T-72B1 Obr. 84"
"GUQUYPXNMN";"HEAVY MACHINE GUN"
"GURMIZNFUM";"Mi-24P [AA]"
"GURQWANHLM";"SNIPER (M82)"
"GURYHOMCRY";"JYSKE DIVISION OFFICIAL BATTLEGROUP"
"GUUELEYSEC";"1-724-y Gv. Art. Polk"
"GUUFLVAQLE";"kbk AKMS"
"GUVPKNSFEA";"240mm"
"GUWQSALBOZ";"AIM-9L(i)"
"GVAFFOSAKJ";"DSh. PULEMETCHIKI"
"GVBVCGWYYL";"AIRBORNE ENGINEERS"
"GVGMMSYWCC";"1185-y otd. Desant. Bat."
"GVKTGGDEWI";"19. MOTOSTRELECKE DIVIZE"
"GVMWHXMHGU";"I./Royal Rgt. of Fusiliers"
"GVQCRFUAOZ";"#RFA  73. Heimatschutz-Brig."
"GVRTXWTSXD";"M-108"
"GVSUAECMHM";"SEP/ELK"
"GVWXIKSWWN";"519-y Otd. Zen. Rak. Bat."
"GVZGFSNAMD";"RALCA II/62"
"GWECBXZFHB";"3-302-y Gv. MSP"
"GWERMIMSPM";"M47"
"GWEURNCXIL";"2-96-y Art. Polk"
"GWHKWPIMCE";"#US 4th (Aviation) Brigade"
"GWHTQVXRKM";"Air Defense"
"GWJRTCPXVK";"PARA. GUN GROUP"
"GWLJBZLLUR";"9M33M3"
"GWMUGGFPRZ";"Electronic Warfare aircraft have powerful Electronic Counter Measures (ECM) equipment which they project in an area of effect. Within this range, any enemy air defense radar is disrupted, with the target unit's weapons losing 20% Accuracy. The Electronic Warfare aircraft also has SEAD-level of Air Optics, allowing them to spot enemy units equipped with radar from afar."
"GWNXQAXDUV";"PTS-2"
"GWRNITVDHR";"N.G. M728 CEV"
"GWWYWGALIT";"7-6th Mech. Infantry Bat."
"GXBUHJPXEF";"Pz.Kan. 61"
"GXCTESPTZX";"ALOUETTE II PC"
"GXIJGWRFEM";"I,/The Green Horwards"
"GXJBWRADYP";"Unguided air-to-ground rockets are fired from aircraft and helicopters at ground targets.
A common weapon, rockets normally lack an active guidance system, separating them from missiles. A simple and easy-to-use weapon - though not very accurate - rockets are convenient in a short-range or area saturation role. Carrying various types of warheads, rockets are frequently fired from rocket pods in devastating salvoes. "
"GXJKQMQNKU";"2-36. DP"
"GXJMRVHXOO";"MFRW RM-70M [NPLM]"
"GXLCMHRNQH";"M16A2"
"GXNLSRUAKG";"C.14A [HE/CLU]"
"GXSSPUTXSJ";"LUFTSTURM-JÄGER"
"GXTUSODCCT";"1 Brygada Saperów"
"GXVOSABVJZ";"PZR KUB-M3"
"GXVZANBEUY";"3RD INFANTRY DIVISION"
"GXWAXUMLFI";"A-10A [RKT]"
"GXXHELBYEE";"YPR-765 PRAT"
"GXYVXIQXVW";"SPW PSH"
"GYBHUOUTOD";"#DDR 29. Mot.-Schützen-Rgt."
"GYFEDUSQGR";"Kom./207-ya MSD"
"GYPOTPNSDB";"3rd Armoured Division"
"GYQZLKPCXT";"T-64BV"
"GYRPBPCKNG";"SGMB"
"GYSKBPOUPJ";"2e Chasseurs"
"GYTEAVAREE";"2-237-y Tank. Polk"
"GZCUNBYSJD";"Panzer-Bat. 311"
"GZELJWKNKM";"667-y otd. Zen.-Rak. Bat."
"GZIRYXVNAQ";"#NL 4e Divisie"
"GZLGDVETLB";"510th Tac. Fighter Sq."
"GZMTMDBYHT";"#SOV 168-y Gv. MSP"
"GZOJSZLAJM";"PPLRK IGLA"
"GZOMFMKNGP";"#DDR  7. Panzerdivision"
"GZOTVZSZAM";"Mi-8T ZAOP."
"GZPALNGOYC";"LEOPARD 1 DK"
"GZPEGOUCYY";"#SOV 46-y Zen.-Rak. Brig."
"GZUJVESEXF";"8.6mm"
"GZVQUYSAGO";"3-16-y Gv. Tank. Polk"
"GrenSMK";"Smoke grenade"
"GrenSOV";"RDG 33"
"GrenUS";"Mk.2 Grenade"
"Grenade";"Explosives"
"HAAXMEIALA";"DESANTNIKI (BMD)"
"HABIBUZCHJ";"2-MSR. 3"
"HABTQWXJKV";"9M117"
"HAICSNUMDK";"3e RCP"
"HAINDEIBFY";"GACA ATP XII"
"HALSKQEVOY";"E-44"
"HANDQQBIWU";"Panzer-Bat. 34"
"HAPIVYHVCS";"1-MSR. 32"
"HAQNKPSWJP";"#SOV 55-y Gv. Tank. Polk"
"HARAXTYDGA";"MPi 81"
"HASBHNNBYW";"REZ. MAKSIM 7,62mm"
"HATUJCWMAV";"MOT. RIFLES (CarlG)"
"HATVFNEETM";"L1A1 12,7mm"
"HAUDUVJUHB";"HEIMAT-JÄGER"
"HAWGZNZOIC";"Kannone 1948/73"
"HAXNFGIIRI";"25 dar"
"HAZUTDBIVA";"MiG-25RBF [HE]"
"HBCFCBUCQE";"REZ. 2B14 82mm"
"HBDTLOOCFQ";"PzGrenadier-Bat. 323"
"HBECOFYDPI";"MiG-23P [AA]"
"HBFZKAGDFL";"Su-24M [SEAD]"
"HBJNCPCXQE";"1-20. TP"
"HBKVFOADXE";"Su-22M4P [SEAD]"
"HBLOGNOHVD";"Su-25K [RKT]"
"HBNUINTDLL";"LIGHT RIFLES (LAW)"
"HBOFOYIZLI";"3. div. protivzdušné obrany"
"HBOMXSXIYI";"CH-136"
"HBYNRMCOJI";"DSh POGRANVOISKA KGB"
"HBZXRINZCI";"Ka-50 AKULA [AA]"
"HCABMXOJGT";"SPz 63/73"
"HCBIYFVGXV";"MO-81-61C"
"HCEYQEJOTG";"MARINES (LAW)"
"HCFPUMJVVQ";"MT-LBu"
"HCGEERBCDF";"MOR. BRDM-2 STRELA-1"
"HCHUHTBIYJ";"Vehicle"
"HCHYGOJSST";"JÄGER (CarlG)"
"HCLTYSZFOY";"Sicherungs-Bat. 28"
"HCNKWQSIJT";"The standard weapon for a large number of frontline soldiers, the battle rifle is effective against enemy troops at intermediate ranges.
Heavy and powerful, battle rifles are very accurate and deadly when the shooter is immobile, but quite less than an assault rifle on the move, especially since it uses smaller magazines. Most assault rifles can be modified with accessories such as scopes, foregrips, night vision devices, or single-shot grenade launchers."
"HCPLCTXCHC";"Mk.3M-A1"
"HCUYKKACCT";"PaK D-44 85mm"
"HCYDSUJAFH";"AUVERLAND ANF1"
"HCYYPSFGOA";"AV-8B HARRIER II [RKT]"
"HDBCLNPLID";"Aspide 1.A"
"HDBXTINOHE";"C-90CR"
"HDCXNUNGIY";"FUZILEIROS"
"HDGSCRZWNC";"Bidons spéciaux"
"HDJXZZLXPD";"Su-15TM [AA2]"
"HDKOQEHCJN";"HM-3 COUGAR"
"HDOWAKNQNK";"CHINOOK HC.1"
"HDPEQOQKBX";"M35 SUPPLY"
"HDPGHPSFLE";"M109A2"
"HDQPSYLNXS";"2ND INFANTRY DIVISION"
"HDRSCYUFRV";"SPz BMP-1P(D)"
"HDSGRGVEZW";"#SOV 288-y Gv. MSP"
"HDUNJBXEON";"Mi-14PL"
"HDVZGBPYOU";"LEOPARD 1V"
"HDWFLFGHNW";"F 35 WDNS [RKT]"
"HDWKSKWHQT";"3-319th Field Art."
"HDZECGFPGR";"ALARM"
"HEAFRSSEJL";"MFG BOFORS 40L70G"
"HEFQFWZCJE";"PzGrenadier-Bat. 192"
"HEFRKMJXZB";"24TH INFANTRY DIVISION (MECH.)"
"HEFSOSEAGJ";"PZ.GRENADIER (CarlG)"
"HEKYMTBRBF";"VPB GR.-MG 30mm"
"HELEEEWWHS";"1ST CAVALRY DIVISION"
"HENLGLHHAL";"3-3rd Attack Helo. Bat."
"HENQIQMGMR";"1st Royal Tank Rgt."
"HENWCUXLTN";"FlaRak-Bat. 34"
"HESIEMSOLD";" M1008 CUCV AGL"
"HEWSNUTIYY";"MNAD"
"HEXLCZCEKY";"F-111F [LGB2]"
"HFDYJGVXLK";"SPAHIS"
"HFGKKWWJDX";"PIONIER (Flam.)"
"HFMCQDUSQA";"17. MOT.-SCHÜTZEN-DIVISION"
"HFPUEYYLWJ";"210th Field Artillery Brig."
"HFQFUMFNPM";"BWP-2"
"HFQJIOKJHG";"294-y ORAP"
"HFSIDMHYQJ";"3-37 pz"
"HFSKEQIYIF";"CENTURION Mk.5/2"
"HFVMTIDTKF";"TRACKED RAPIER"
"HFVNREOUFF";"SNEB"
"HFYMGWDAEP";"340kg"
"HGAUZMNKNM";"BMR-PC"
"HGAVKPVDVL";"#RFA  I. Korps"
"HGCUNCZPPL";"MIRAGE IV [HE]"
"HGDCPBVKWS";"23 Brygada artylerii armat"
"HGDVQNTZRP";"M43 120mm"
"HGEDJUSXQE";"#NL 101 Vagp"
"HGFBDYPFYR";"Mi-24V [RKT]"
"HGGLVRDUTJ";"F-14A TOMCAT [AA]"
"HGIIPZBLIZ";"VELITEL STŘELCŮ"
"HGKISXPUEB";"F-104G [AT]"
"HGLOCHPOWM";"Panzer-Lehr-Bat. 213"
"HGPGDUUVOQ";"7-YA GV. TANK. DIV."
"HGQEITXRLI";"LEGION. MILAN 2"
"HGQPDPGGLB";"Mi-8MT GRUZOVOI"
"HGRWTNZYMJ";"2-117-y Gv. MSP"
"HGTLIRAAYA";"RCLA Santiago"
"HGUSBWTDMB";"8 Brygada artylerii haubic"
"HGVNIVVCTQ";"M113A1 KSN"
"HGYVSAUCIQ";"CHIEFTAIN MK. 9"
"HGZLEWELYV";"FV103 SPARTAN"
"HGZURXFLTT";"MT-LB SNAB."
"HHAJRVECJX";"FUSILIERS"
"HHHTNBWMHE";"DIVISION ACORAZADA 'BRUNETE'"
"HHICQWQLBH";"RPG-27"
"HHJOAYIDFL";"MORSK. BRDM-2 STRELA-1"
"HHORUFBNQE";"ROVER RMP"
"HHPZKQXUBF";"GBU-27"
"HHQCJJZLLP";"AGM-65D Maverick"
"HHSUYRJKEA";"3-73 pcz"
"HHSYRLLZLC";"Type 54"
"HHUGAYSCFV";"MO-81-61C"
"HHYAUDURND";"1-67th Armored Bat."
"HIAQOFBAUJ";"1-3. DP"
"HICGPFBOCE";"DESANT. MOR. 2S12 120mm"
"HICQRFDZVX";"PKM 7,62mm"
"HIDFEZYDOV";"MD JUPITER MUN."
"HIDHCFQITV";"Artillerie-Bat. 545"
"HIEFMUCUBB";"SANTANA MANDO"
"HIJNGDVVOO";"Token inexistant IVOQGNOYZG dans SERIOUS_Localisation_Unites"
"HIKHLYMCGU";"AS.30L"
"HIMGUDXXCO";"TRABANT MILITÄRSTREIFE"
"HINQLXQGMR";"3-204-y Gv. MSP"
"HIOJWYCKZX";"BRDM-2"
"HIPYAUFBUI";"M1038 HUMVEE"
"HIQWVAEJEE";"#SOV  70-y Gv. Tank. Polk"
"HISBEL16PD";"The 16e Pantserdivisie, or 16th Armored Division, was one of the two original formations of the Belgian Army’s I (BE) Corps, forward deployed in NORTHAG from 1951. While Belgium never wavered in its commitment to NATO, for most of the Cold War, its underfunded bilingual armed forces were regarded as one of the least powerful in the alliance. By the end of the 1980s, however, serious efforts were made to modernize and introduce new weaponry in the Belgian Armed Forces.

Close to a mechanized infantry formation, the 16e Pantserdivisie is reinforced with well-trained reconnaissance troops. It also includes Luxembourg's diminutive contribution to NATO: a light infantry battalion equipped with American-made materiel. One of the most recent Belgian acquisitions is the AIFV armored vehicle family, transporting Mech. Fusiliers infantry. Armor support takes the form of the Leopard 1 (BE), including the rare Leopard 1A5 (BE). The division’s recon forces are prolific users of the CRV(T) family of vehicles, from Spartan to Scimitar light tanks, backed by ESR special forces available as 6-man recon or 2-man sniper teams. A handful A.109HA helicopters have been pressed into active service, which, together with the Gepard 2B SPAAGs, Épervier UAVs, Mistral AA MANPADS, and the Belgian Air Force’s F-16A with HE and Cluster payloads, constitute some of the most advanced equipment of the Belgian Army."
"HISBELDIMO";"The Division Mobilisation was the Belgian Army’s umbrella designation for various interior troops called upon to reinforce I (BE) Corps in West Germany in case of conflict. If an enemy breakthrough or airborne assaults threatened Belgian territory directly, this NATO rear-area formation would also provide local security for key sites and army assets. Division Mobilisation included a collection of Territorial regiments, regular light infantry, plus Gendarmerie military police and its armored squadron, plus shadowy stay-behind special forces. Older stockpiled equipment from weapon depots, as well as heavy anti-air units, would also fall under the division’s command.

The Division Mobilisation, while fielding older weaponry, is a mechanized battlegroup at heart. This includes the light M41 tank, the heavier M47 main battle tank, M75 APC and command vehicle, BDX wheeled APCs, plus FN 4RM 62F Gendarmerie armored vehicles. Chasseurs Ardennais light infantry will deploy side-by-side with False Flag-traited SDRA8 saboteur squads. Artillery ranges from the World War II-era Long Tom 155mm and M1 8-inch 203mm howitzers to slightly more modern M108A2 105mm and M55 203mm self-propelled units. Potent anti-air cover is provided by HSS.630-3 triple 20mm and Bofors M/54 57mm heavy AA guns, and I-Hawk SAM."
"HISCAN1ID";"The 1st Canadian Division had a distinguished combat record spanning both World Wars, though it was mostly inactive during the Cold War. Reactivation came in 1988, when the formation was used to consolidate the Canadian land forces based in Lahr, southern West Germany. The overarching Canadian Forces Europe, including the 1st Canadian Air Division, was to be placed under French command of SOUTHAG in case of war.

The 1st Canadian Division counts on two infantry brigades, the heavy 4 Canadian Mechanized Brigade-Group, and the much lighter 5e Groupe-Brigade Mécanisé du Canada. Infantry follow their parent brigade in strength and mobility, from Mech. Rifles, Tank Hunters, CFMP military police, or Reserve squads with Canadian-designated small arms. They deploy in either tracked M113 or wheeled Grizzly APCs, including a rare Grizzly CP escort. Canada’s main battle tank in the late Cold War is the Leopard C1, a Leopard 1A3 upgraded with more accurate fire-control systems. Another interesting unit is the Cougar, acting as a fire support vehicle. The fast CL-89 drone provides valuable eyes in the sky, while the unique ADATS fires dual-ATGM and AA missiles. The Royal Canadian Air Force fields the state-of-the-art CF-18 (F-18) in a variety of different load-outs, backed by CF-5A, Silver Star MK.3AT trainers, and EF-101B Electric Voodoo EW planes."
"HISCZ19MD";"The Czechoslovak People’s Army 19. Motostřelecká Divize, or 19th Motor Rifle Division, was created in 1958 in Plzeň, its home base for the duration of the Cold War. The ČSLA’s motorized rifle division, much like other Warsaw Pact allies, was structured along the Soviet Army lines. In the event of war, reorganizations would see the 19th Motorized lose one of its infantry regiments but, in turn, gain the famous 22nd Airborne Brigade and a helicopter regiment. 

The 19. Motostřelecká Divize features a strong core of logistical and command units, from the T813 heavy supply truck to the OT-62/R4MT command APC. They serve the capable but limited number of Motostřelci mechanized infantry, backed by a handful of elite airborne Výsadkáři special forces, including weapon teams equipped with recoilless rifles, Igla AA, and Konkurs ATGMs. Supporting arms, such as artillery with its domestically-made Dana self-propelled howitzers, the 120mm mortar-carrying Prám-S and the long-range SHK 2S7, can deploy side-by-side with T-72M1 tanks, advanced T-55AM1s, OT PTRK Konkurs tank destroyers, and PLRK Kub mobile SAMs. Several other potent units round out the divisional arsenal, including the dual-Jammer and SIGINT-traited Mi-17Z2 helicopter, MiG-29 air defense fighters, the Su-25 ground attack aircraft in large numbers, and the Mi-24V gunship in various configurations."
