"TOKEN";"REFTEXT"
"HISFR6DLB";"프랑스 6e Division Légère Blindée(제6경기갑사단)는 제1차 세계대전기의 기병사단에서 기원을 찾을 수 있으며 제2차 세계대전에도 참전했습니다. 냉전기에는 여러 차례 개편되다가 1980년대 말 프랑스의 대응기동군 Forces d'Action Rapide에서 기갑 선봉을 담당하는 부대로 이름을 알렸습니다. 매우 가벼운 편제와 장비, 전장 기동성을 극도로 중시한 특성 덕분에 단시간 내 전개 능력은 프랑스 육군에서 독보적이었습니다.

6e Division Légère Blindée는 궤도차량이나 둔중한 장비를 최소화해 속도를 극대화한 매우 빠른 전투단입니다. Légion Etrangère, 즉 외인부대 보병도 다수 운용하며 일반 보병, 지휘분대, Sapeurs, ATGM조, 화기조 모두 높은 숙련도로 배치할 수 있습니다. 외인부대만의 고유 차량도 여러 종류 존재하여 Legion. Mo-120-RT61 120mm 박격포, VAB PM-81 Legion 자주박격포, AMX-10RC SB Legion, P4 Milan 지프 등을 운용합니다. 기동성을 우선한 편성답게 Gazelle CP 지휘헬리콥터, Berliet GBU 15 보급트럭 등 다양한 유닛이 혼재하며, 특히 TRF-1 155mm 견인포는 당시 최첨단 무기입니다. 정찰 또한 강점으로 Spahis 정찰분대, AMX-10RC Legion 정찰장갑차, SA.330B Puma Orchidee 정찰헬리콥터까지 폭넓게 갖춥니다."
"HISFRDdR";"프랑스 Division du Rhin(라인 사단)은 냉전 말기에 존재했던 가장 단명한 편성 중 하나였습니다. 프랑스 제1군의 여러 후방지역 및 제2제대 병력을 통합했으며, 7e Division Blindée의 증원부대와 서독 영토방위부대도 포함했습니다. SOUTHAG의 일부로서 핵심 임무는 하나였습니다. 전시 프랑스에서 서독 남부로 여러 사단이 이동할 수 있도록 중요한 라인강 교량 주변의 교통을 방어하고 통제하는 것입니다.

Division du Rhin은 다수의 전투공병과 공병장비, Reservistes를 포함한 지원 보병, 강력한 방공망으로 구성됩니다. Sapeurs, 각종 화기조, 경찰 청색 도색의 Traffic Gendarmerie 차량이나 VBRG 장갑차로 수송 가능한 Gendarmes Mobiles, 서독 Jäger 분대가 이를 지원합니다. 차량과 무기는 비교적 구형이 많아 M47 Dozer와 AMX-13 전차, 오래된 SS.11 미사일을 탑재한 AMX-13 T75, F3 Automoteur 155mm 자주포, M55 Maxson 4연장 대공포 등을 운용합니다. 한편 LRM 다연장로켓과 여러 항공기 같은 현대 전력도 일부 배치할 수 있습니다. Alpha Jet E, 대전차 및 SEAD 무장의 Mirage III E, 방공형 Mirage 2000C RDM, Mirage 5 F 전폭기가 이에 포함됩니다."
"HISNL4D";"네덜란드 왕립육군 4e Divisie(제4사단)는 I (NL) 군단 소속으로 NORTHAG 최북단 구역을 방어했으며, 독일 내륙국경에 가까워 노출된 Covering Force Area도 담당했습니다. 정치적 사정 때문에 네덜란드의 전시계획은 군단 주력 대부분을 본국에 두도록 했습니다. 전시 동원은 낙관적인 계획보다 늦어질 가능성이 높았고, 서독에 전진배치된 네덜란드군은 예상보다 훨씬 오래 자체 전력으로 버텨야 했을 것입니다.

4e Divisie의 주력은 당시 최신예 Leopard 2A4로, 기계화보병사단의 기갑화력을 크게 강화합니다. 구형 Leopard 2A1과 Leopard 1NL 계열도 사용할 수 있습니다. 벨기에군과 같은 AIFV 계열 APC/IFV는 Landmacht에서 YPR-765로 불리며, 복잡한 명칭의 PRRDR 레이더정찰형부터 지휘·보급·화물형, TOW-2를 탑재한 YPR-765-PRAT까지 여러 파생형이 배치됩니다. 기계화보병은 Pantserinfanterie와 Genie 전투공병으로 구성되고 Natres 예비군이 병력을 보충합니다. 정찰전력도 강력하여 Verkenners 정찰대, Korps Commandotroepen 특수부대, 25mm 기관포를 탑재한 M113 C&V, Gepard 자주대공포의 네덜란드형인 Cheetah PRLT 등을 운용합니다. 네덜란드 왕립공군은 NATO에서 F-16을 가장 먼저 도입한 국가 중 하나였으며, 구형 NF-5A Freedom Fighter가 다양한 임무로 이를 보조합니다."
"HISNLCLKA";"네덜란드 Commando LegerKorpsAchtergebied, 약칭 CKLA는 후방지역사령부를 뜻하며, NORTHAG에서 싸우는 I (NL) 군단의 전시 동원 사령부로 창설될 예정이었습니다. 독일 내륙국경에 가까운 네덜란드 주력사단의 직후방을 확보하는 것이 임무였습니다. Landmacht 편성의 핵심은 101. Infanteriebrigade였으며 VerkBat 105 정찰대대가 지원했습니다. 보병 대부분은 최근 소집된 동원예비군이지만 훈련과 장비 수준은 정규군에 가까웠고, 장거리 방공부대에서 중포병까지 전략적 후방자산을 경계하는 역할을 맡았습니다.

CKLA는 DAF YHZ-2300 Vracht 대형 보급트럭, Beveiling 경비병력, 헌병대의 M113 C&V KMAR APC부터 다양한 형식의 상징적인 YP-408 차륜장갑차 계열까지 유용한 전력을 폭넓게 보유합니다. YP-408 PWCO 지휘형, YP-408 PWRDR 레이더정찰형, YP-408 PWAT 구축전차형 등이 포함됩니다. 구세대 Leopard 1V 주력전차는 소수의 강력한 Leopard 2A4(B)와 함께 운용됩니다. 지원전력은 집속탄을 사용하는 M270 MLRS, 현대화된 M114/39 155mm 견인포, M110A2 중자주포 등으로 구성됩니다. 지상군과 마찬가지로 항공지원도 다양하여 방공 임무의 네덜란드 F-16A, 근접항공지원을 담당하는 미군 F-16C, NF-5A 전폭기, 그리고 제공 및 SEAD 임무의 F-4E/F-4G Phantom을 사용할 수 있습니다."
"HISPOL15DM";"폴란드 인민군의 15 Dywizja Zmechanizowana(제15기계화보병사단)는 덴마크 제도 공격계획에 투입될 예정이었습니다. 1차 상륙군단에 뒤따르는 제2제대로서 적 해안에 수송되어 남은 저항을 소탕하는 역할을 맡았습니다. 사단 병력의 대부분은 예비군이었고 일부 정규군이 혼합되었습니다. 제24박격포여단은 오래되었지만 여전히 강력한 화력체계로 사단 포병을 보강할 예정이었습니다. 발트해를 건너는 전시 침공에서는 동독 해군보병과 소련 공군의 추가지원도 받을 수 있었습니다.

15 Dywizja Zmechanizowana는 다수의 Rezerwiści 분대를 운용하며 Topas-2A 또는 LO-1800 수송차량으로 전개할 수 있고, 예비 정찰조 Rez. Zwiadowcy도 보유합니다. Nationale Volksarmee의 ‘장갑 수병’ Panzermatrosen도 SPW-70 APC를 타고 폴란드 Formoza 특수부대와 함께 적 해안에 상륙할 수 있습니다. 포병은 M43 160mm부터 초중량 M240 240mm 박격포, A-19 122mm 견인포, BM-14M 및 BM-24M 다연장로켓까지 풍부합니다. 구세대 전차로는 개량형 T-55U와 조금 더 오래된 T-55A, 지뢰제거 로켓을 탑재한 T-55AS 등이 있습니다. 폴란드 Su-7BKL은 네이팜 무장과 비무장 전자전형으로, 동독 MiG-21bis는 방공 임무로, 고성능 소련 Su-27S는 제공전투기로 투입되어 세 바르샤바 조약기구 공군이 상공을 엄호합니다."
"HISPOL20PD";"20 “Warszawska” Dywizja Pancerna(제20 ‘바르샤바’ 전차사단)는 1951년 슈체치네크에서 창설되어 1955년에 완전한 기갑사단으로 개편되었습니다. 1967년 제1바르샤바기병여단의 전통을 계승하면서 ‘Warszawska’라는 명예칭호도 받았습니다. 폴란드 최북단 제1군의 유일한 기갑사단으로, 동독 제5군과 협동해 덴마크 또는 함부르크 방면을 공격할 예정이었습니다.

20 “Warszawska” Dywizja Pancerna는 폴란드 인민군에서 드물게 BWP-2(BMP-2의 폴란드 제식명) 대대를 운용하며, 이 IFV가 Piechota 기계화보병 분대를 전장으로 수송합니다. 기갑 선봉은 T-55와 T-72 전차로 이루어지며 폴란드 국내개량형 T-72M2 Wilk도 포함됩니다. 성능 좋은 차륜형 AHS WZ.77 Dana 152mm 자주포가 이를 지원합니다. 지상감시레이더를 장비한 Rozp. Specjalne (GSR) 특수정찰조는 폴란드제 Honker 지프나 BRDM-1 장갑차로 전개할 수 있습니다. 회전익 전력은 많지 않지만 Mi-2US 정찰형과 Malyutka 미사일을 탑재한 경대전차형 Mi-2URP Salamandra가 있습니다. Ludowe Lotnictwo Polskie, 즉 폴란드 인민공군은 방공 또는 근접항공지원형 MiG-21과 로켓 또는 대전차 무장을 장착한 Su-22M4를 운용합니다."
"HISPOL4DM";"4 Dywizja Zmechanizowana(제4기계화보병사단)는 1944년 우크라이나에서 폴란드 공산군에 의해 처음 창설되었습니다. 제2차 세계대전 뒤 새로 조직된 폴란드 인민군 Ludowe Wojsko Polskie(LWP)에 편입되었고, 이후 제4 ‘포메라니아’ 기계화사단으로 재편되었습니다. 냉전기 내내 완전한 전투준비태세를 유지했으며 전시에는 동원된 폴란드 제2군에 편입되어 NORTHAG와 싸울 예정이었습니다.

폴란드 제4기계화보병사단은 장비와 편제 면에서 동독군과 비슷한 점이 많습니다. 1세대 T-55 주력전차가 주력이며 BWP-1(폴란드군의 BMP-1 제식명)이 기본 IFV입니다. 소련식 표준화에도 불구하고 LWP는 많은 국산 무기와 차량을 운용했습니다. Piechota, Komandosi, Saperzy 보병은 RPG-7VM 또는 국산 RPG-76 Komar를 사용합니다. 체코슬로바키아-폴란드 공동개발 Skot은 주요 차륜형 APC이며, Star-266은 트럭과 견인차량으로 널리 쓰입니다. 정밀한 사격통제장치를 갖춘 개량형 T-55AM Merida도 성공적인 폴란드 설계의 사례입니다. 폴란드는 경량 Mi-2 헬리콥터의 여러 파생형과 W-3W Sokol도 개발했습니다."
"HISPOLKD";"Korpus Desantowy는 전시에 공수강습과 상륙작전을 결합해 덴마크 외곽 섬 침공의 선봉을 맡도록 구상된 폴란드군 혼성편성이었습니다. 폴란드 인민군의 1차 공격은 고도로 훈련된 6 Brygada Powietrznodesantowa(제6공수여단) 공수부대와 완전 전투준비태세의 7 Brygadę Desantowa(제7상륙여단) 해군보병이 담당하고, 뒤이어 15 Dywizja Zmechanizowan(제15기계화보병사단)이 후속제대로 투입될 예정이었습니다.

Korpus Desantowy는 폴란드 인민해군의 지원을 받아 중형 PTS-M Zaop 궤도식 수륙양용 보급차량, Mi-6 Zaop 헬리콥터, TOPAS R-3M 지휘유닛을 운용합니다. 보병이 이 전투단의 강점으로, 무장이 우수한 Spadochroniarze 공수부대, Desant. Saperzy 분대, 화염방사기 운용형을 포함한 다양한 Niebieski Berety 해군보병이 있습니다. 지원차량으로 SPG-9 무반동포를 장착한 TOPAS APC, ASU-85 경공수 구축전차, 자주식 2S1M Morski Gozdzi, W-3RR Procjon 정찰헬리콥터 등을 운용합니다. 공중강습 편성답게 Mi-24D 건십에서 W-3W Sokol까지 헬리콥터 지원도 풍부합니다. 폴란드 공중지원 역시 강력하여 MiG-21 9.12와 Su-22M4를 SEAD, 로켓, 네이팜 등 다양한 무장으로 투입할 수 있습니다."
"HISRDA20MD";"Nationale Volksarmee의 20. Motorisierte Schützendivision(제20차량화보병사단)은 서류상으로는 구형 장비와 예비군 중심 병력을 사용하는 동원사단이었습니다. 그러나 전차연대가 T-72 훈련부대를 기반으로 창설될 예정이어서, 이 동독 사단은 동급 편성과 달리 강력한 중기갑 타격력을 갖출 수 있었습니다. 5. Armee 소속으로서 이 차량화보병사단은 바르샤바 조약기구 최북단 선봉의 좌익에서 JUTLAND 사령부와 맞서 NATO의 Covering Force Area를 장악할 임무를 맡았습니다. 지역의 지연전을 제거하기 위해 추가 소련 중기갑부대를 포함한 여러 강력한 독립부대가 증원될 예정이었습니다.

20. Motorisierte Schützendivision은 구형 소화기와 포탑 없는 Res. BTR-60PA APC를 사용하는 대규모 Reservisten 보병분대를 운용합니다. VPB 경찰과 DHS Mi-24D로 전방전개하는 Funkaufklärer가 이를 보강합니다. 포병은 BM-21 Grad와 SPW-50PK (MRF) 지뢰제거차량을 포함해 풍부합니다. 주력 기갑전력은 구형 KPZ T-55와 T-54AM이며, 더 성능 좋은 KPZ T-72가 제한된 수량으로 지원합니다. 소련군은 강력한 T-64A Obr. 83과 더 희귀한 T-64AM 전차를 제공합니다. 구형 KuB-M1, Shilka 자주대공포, MT-LB Strela 10M 등 방공유닛은 다수 보유하지만 공격헬리콥터와 항공지원은 눈에 띄게 부족합니다. 고정익 전력은 동독 Luftstreitkräfte가 제공하는 소수의 Su-22M4 공격기, MiG-21bis, 제공 임무의 MiG-23 정도로 제한됩니다."
"HISRDA4MD";"동독 4. Motorisierte Schützendivision(제4차량화보병사단)은 1950년대 새 공산권 군대 Nationale Volksarmee의 일부로 창설되었습니다. 풀다 맞은편 고타와 에르푸르트에 주둔한 동독군은 훈련도가 높고 정치적으로 신뢰받았기 때문에 독일 내륙국경을 넘는 바르샤바 조약기구 공세에서 크게 활용될 예정이었습니다. 전시에는 NATO 영토에 대한 초기 공격에 참가하는 이 기계화보병편성에 NVA의 정예 공수부대 Luftsturmregiment 40이 증원될 계획이었습니다.

제4차량화보병사단은 국산 장비 또는 소련제 장비의 수출형을 주로 사용합니다. 따라서 T-55, 개량형 T-55AM2, 포신발사식 9M117 Bastion 유도미사일을 사용하는 T-55AM2B 같은 구형 전차가 중심입니다. 보병은 값싸면서도 끈질긴 Motorisierte Schützen, Panzerjäger, Pioneer 분대로 구성되며 트럭, BTR-50PK와 SPW-70 APC, SPZ BMP-1 IFV로 전개할 수 있습니다. 동독 정예 공수부대는 Airborne 배치가 가능한 Fallschirmjäger 분대와 독특하고 비밀스러운 Fs-Einsatzgruppe 및 Fs-Sprengtaucher 정찰유닛을 제공합니다. 이 사보타주 분대는 NATO군 복장을 하고 위장침투 작전을 수행할 수 있습니다. 헬리콥터 전력도 우수하여 Mi-8과 Mi-24를 로켓포드형, 대전차형, 건십형 등 여러 형식으로 운용합니다. 동독 Luftstreitkräfte는 구형이고 저렴한 MiG-21Bis와 MiG-23BN 공격기, MiG-23MF 전폭기를 운용하며, 더 현대적인 MiG-29A와 Su-22M4P SEAD기가 이를 보강합니다."
"HISRDA7PzD";"7. Panzerdivision(제7기갑사단)은 공산권 Nationale Volksarmee가 창설된 1956년에 함께 만들어졌습니다. 다른 동독 편성과 마찬가지로 소련군식으로 조직되었지만, 국산 또는 수출형 장비에 의존했고 일부 장비는 인접한 바르샤바 조약기구 국가에서 도입했습니다. 전시에는 제7기갑사단이 독일 내륙국경을 넘어 남서쪽으로 공격할 가능성이 높았습니다.

제7기갑사단은 잘 훈련된 병력을 보유하지만 비교적 오래되고 단순한 무기를 사용해야 합니다. 편성의 핵심 화력은 기본형 T-72 ‘동원전차’를 중심으로 하며, 더 성능 좋은 T-72M과 T-72M1이 이를 보완합니다. 1세대 T-55A와 T-55AK 지휘전차, SPW-40P2 Konkurs ATGM 차량도 기갑전력을 구성합니다. 지원 보병은 수가 제한적이며, 화염방사기를 사용하는 Pioneer 전투공병부터 PKM·자동유탄발사기 화기조, SPW-70 APC 또는 BMP-1 IFV로 전개하는 Motorisierte Schützen까지 포함됩니다. 체코슬로바키아제 T813 대형 보급트럭과 MFRW RM-70 로켓발사차량도 배치할 수 있습니다. 정찰전력은 Aufkl.Pz. BRM-1, Spezialaufklärer 분대, 기민한 Mi-2 헬리콥터 등으로 구성됩니다. 동독 공군은 구형 MiG-21Bis와 더 현대적인 MiG-23MF를 근접항공지원을 비롯한 방공 임무에 투입하고, 성능 좋은 Su-22M4 공격기도 운용합니다."
"HISRDA9PzD";"9. Panzerdivision(제9기갑사단)은 Nationale Volksarmee의 최정예 사단으로, 훈련도가 높고 장비도 풍부했습니다. 동독 공산군의 다른 부대와 마찬가지로 1956년 NVA 창설과 함께 만들어졌습니다. 에게진을 주둔지로 하여 전시 NORTHAG와 맞설 제5군에 배속될 예정이었습니다. 이 기갑사단은 NVA에서 유일하게 전 전차부대를 T-72로 완편한 사단이었고, 동독군에서 BMP-2를 운용한 유일한 편성이기도 했습니다.

9. Panzerdivision의 전차는 모두 T-72 계열이며 상당한 수량을 보유합니다. KPz T-72M1, T-72MUV2, 당시 최신 소련 수출형인 T-72S 등이 포함됩니다. 기계화보병은 BMP를 타고 전투에 투입됩니다. 일반 SPz BMP-1과 Konkurs ATGM 발사가 가능하도록 개량한 신형, 그리고 더 성능이 좋지만 희귀한 SPz BMP-2가 있으며, 최신 RPG-27을 사용하는 Motorisierte Schützen 분대를 수송합니다. 눈에 띄는 다른 유닛으로는 대형 T813 보급트럭, 이를 기반으로 네이팜 로켓을 발사하는 RM-70/85 MLRS, 수륙양용 Schimmwagen MAV 지프, Shturm-S Kokon 미사일을 발사하는 GF 구축전차가 있습니다. 동독 Luftstreitkräfte는 Su-22M4 전폭기와 MiG-23 전투기를 혼합 운용하여 사단에 충분한 지상지원을 제공합니다."
"HISRDABerl";"Berliner Gruppierung(베를린 집단)은 동독 1. Motorisierte Schützendivision을 중심으로 구성된 혼성 전투단이었습니다. 서베를린을 포위하듯 배치된 이 부대는 포병과 전투공병, 국경수비대, 군사경찰, 특수부대의 지원을 받았습니다. 전시에는 Unternehmen Zentrum(중앙 작전)의 일부로 전선 깊숙한 후방에 있는 NATO의 서베를린 거점을 제거하는 임무를 맡았습니다.

Berliner Gruppierung은 고강도 시가전에 특화되어 있으며 MT-LB부터 Mi-8T 보급헬리콥터까지 탄탄한 군수전력을 갖춥니다. 보병은 Strela MANPADS를 가진 Motorisierte Schützen, KdA 민병대, AGI 소이로켓발사기를 사용하는 Pionier, 정예 Stasi Wachschutzen까지 다양합니다. 사단에는 T-55A 전차부터 오랜 T-34/85, 경량 ZiS-2 57mm 대전차포까지 각종 구형 장비가 포함됩니다. 포병은 120mm 박격포, SFL-H 2S1 122mm 및 D-20 152mm 곡사포 등으로 충실하며, 장비를 남김없이 활용하기 위해 제2차 세계대전기의 다목적 ZiS-3와 M-30 견인포도 다시 사용합니다. 방공은 다수의 Fla-Sfl 23-4 Shilka와 장거리 2K12 Kub으로 강력합니다. 항공지원은 로켓과 네이팜 무장을 한 지상공격기에 집중되어 Su-22M4, MiG-21Bis 경폭격기, 저렴한 L-39ZO 훈련기 등이 포함됩니다. 전선에서 다소 떨어져 있어 전투기 엄호는 MiG-23ML로 제한됩니다."
"HISRDAKdA";"Kampfgruppen der Arbeiterklasse Bezirk Erfurt, 즉 에르푸르트 지구 노동계급 전투단은 시민병과 준군사조직으로 구성된 동독 예비전력이었습니다. 비축된 퇴역 장비를 사용하는 이 방어편성은 바르샤바 조약기구의 후방을 확보하고 주요 군사시설, 포병과 방공부대 같은 아군 군단급 중전력을 보호하는 데 투입될 예정이었습니다.

K.d.A. Bezirk Erfurt는 구형 소화기를 사용하는 특히 대규모 KdA 민병대 분대를 중심으로 합니다. Sicherungs, Militarstreifen, 소련 Zagradotryad 군사경찰이 추가되고, BTR-152와 BTR-50 APC를 이용하는 Reservisten도 배치할 수 있습니다. 사단의 군수기반은 넉넉하며 대형 M-26 보급헬리콥터도 포함됩니다. 포병 또한 강력하여 M-46 130mm 곡사포부터 초중량 2S7M Malka까지 운용합니다. 노후한 중형 BM-24M, 네이팜 탄두를 사용하는 BM-21, 집속탄을 장착한 BM-30 Smerch 등 여러 MLRS도 막대한 로켓 화력을 퍼부을 수 있습니다. 방공유닛은 ZSU-57-2 자주대공포와 장거리 9K37 Buk-M1 등이 있습니다. 장비 상당수가 구세대거나 이미 구식이므로 기갑전력은 T-54B와 소수의 T-62, PT-76 및 그 정찰형, 박물관에 있을 법한 T-34/85M까지 운용해야 합니다. 고정익 지원은 소련과 동독 공군이 분담하며 로켓 무장의 MiG-21bis, 대전차 MiG-27M, SEAD Su-24MP, MiG-23MF 전투기가 투입됩니다."
"HISRDARug";"Rügener Gruppierung(뤼겐 집단)은 동독 발트해 연안의 뤼겐섬에서 이름을 따왔습니다. 이곳에는 공산권 Volksmarine의 주요 해군기지가 있었습니다. 매우 중요한 이 시설을 방어하기 위해 Nationale Volksarmee는 Besondere Gruppierung II(특수집단 II)라는 상당한 규모의 주둔군을 두었습니다. 전시에는 예비군, 훈련병력, 폴란드 동맹부대가 증원될 예정이었습니다. 이 혼성 전투단은 소련의 전략 군수물자 상당량이 동독으로 들어오는 인근 자스니츠 페리항도 확보해야 했습니다.

동독과 폴란드 병력이 섞인 Rügener Gruppierung은 여러 동원분견대와 편성을 단일 지휘부 아래 운용합니다. 동독 Marinepionier 분대와 Reservisten, Vopos 민병대, STAR-266 트럭이나 TOPAS-2A APC로 이동하는 폴란드 Piechota Zmech. 보병이 포함됩니다. 지원 전력은 단거리 지뢰제거용 SPW-50PK(MRF) MLRS, SPW-40P 정찰장갑차, 대형 수륙양용 Schwimmwagen PTS-M 궤도식 보급차량, 견인식 PAK K-52 85mm, 동독 정찰공병 잠수조와 정예 KSK 특수부대까지 다양합니다. Mi-8TB 헬리콥터와 희귀한 대함형 Mi-14PL, Flak KS-19M2 100mm 대공포, Fasta-4 SAM, 거대한 2K11M3 Krug-M3도 지원합니다. 항공지원 역시 강력하여 기민한 폴란드 LiM-6M부터 대인 집속탄을 탑재한 MiG-23BN [KMGU]까지 운용합니다."
"HISRFA1LLD";"서독 1. Luftlandedivision(제1공수사단)은 Bundeswehr 창설 1년 뒤인 1956년에 만들어졌습니다. 초기에는 전략예비대로 운용되어 서독의 3개 주요 군단에 분산 배치되었습니다. 냉전 말기 Bundeswehr는 사단 대부분을 바이에른 남부에 통합했고, Gebirgsjägerbrigade 23과 중무장한 Heimatschutzbrigade 56의 영토방위부대를 증원했습니다.

1. Luftlandedivision은 훈련도가 높은 Airborne 및 Mountaineer 보병을 운용합니다. 전방배치 가능한 Fallschirmjäger부터 Gebirgsjäger와 정예 Hochgebirgsjäger까지 포함되며 각종 헬리콥터와 Airliftable 수송수단이 지원합니다. 이들은 험지 전투에 특히 뛰어납니다. 이러한 전문성은 정찰부대에도 이어져 대규모 Gebirgsjäger Aufklärer 및 Jagdkommando 병력이 Fallschirmjäger B1 코만도와 함께 투입됩니다. 차량은 Marder 1A1 IFV, 희귀한 Leopard 1A1A2, Aufkl. Leopard 1A5 정찰전차, 예비군이 운용하는 M48A2GA2까지 다양합니다. 산악전을 위해 특별히 설계된 이탈리아제 경량 FS-M56 105mm 곡사포, 고속 CL-289 정찰무인기, 트럭 탑재형 Unimog S404 FK-20 대공포도 배치할 수 있습니다. Bundeswehr 항공기 개량 기술센터 Wehrtechnische Dienststelle 61 인근에 위치한 덕분에 레이저 유도폭탄형 F-4F, SEAD형 Tornado IDS, HFB-320/ECM 전자전기, 대전차미사일을 장착한 기민한 Alpha Jet A KWS 등 여러 시험형 항공기도 사용할 수 있습니다."
"HISRFA2PzG";"2. Panzergrenadier-Division(제2기갑척탄병사단)은 1956년 Bundeswehr 창설 당시의 초기 편성 중 하나였습니다. 서독 III 군단 소속 기계화보병사단으로 CENTAG 북부에서 임무를 수행했습니다. 카셀을 주둔지로 삼아 NATO의 여러 전략지휘부를 잇는 중요한 연결고리를 이루었습니다. 전시에는 벨기에 정찰연대와 RAF 항공전력이 추가로 지원할 예정이었습니다.

2. Panzergrenadier-Division은 전차와 긴밀히 협동하는 기계화보병을 중심으로 합니다. Panzergrenadier 분대를 지원하기 위해 Marder IFV부터 Leopard 2A3 주력전차까지 당시 가장 현대적인 서독 장갑차량 일부를 운용합니다. 공수보병은 경무장한 Fallschirmjäger 분대, 정찰조, 화기조로 전방배치할 수 있습니다. 벨기에 정찰부대에는 Eclaireurs 정찰대와 영국제 CVR(T) 차량 계열, 즉 Scimitar 경전차, Spartan APC, Striker ATGM 차량 등이 포함됩니다. 포병과 방공유닛도 강력하고 풍부하여 LARS 2 MLRS, 견인식 I-Hawk, Gepard 1A1 자주대공포를 운용합니다. 상공은 Luftwaffe, 벨기에 공군, RAF Germany가 함께 방어합니다. 서독은 여러 형식의 Phantom F-4F와 Tornado 공격기를, 벨기에는 F-16 전투기와 Mirage 5BA 전술폭격기를, 영국은 Harrier GR.3와 제공·SEAD형 Tornado F.3 및 GR.1을 제공합니다."
"HISRFA5PzD";"Bundeswehr의 5. Panzerdivision(제5기갑사단)은 CENTAG 북부의 III 군단에 배속되었습니다. 1956년 새 서독군 창설과 함께 헤센에 자리 잡은 기갑사단입니다. 전시에는 풀다 북쪽 지역에서 바르샤바 조약기구 병력을 저지한 뒤 반격하는 데 사단 전차부대가 중요한 역할을 할 예정이었습니다.

5. Panzerdivision의 전차전력은 막강합니다. 구형 Leopard 1A1A1과 Leopard 1A5를 다수 보유할 뿐 아니라 Jaguar 1·2 ATGM 차량, 현대적인 Leopard 2A3, 그리고 방호력과 성능이 가장 높은 Leopard 2A4까지 운용합니다. 서독 편성은 Panzergrenadier 기계화보병과 Sicherungs, Jäger 분대를 보유하며 비장갑차량, Marder IFV, M113A1G로 전개합니다. 정찰부대에는 Alouette II 헬리콥터와 Fernspaher 특수부대가 포함됩니다. 포병은 Panzermorser 박격포차량, MARS 로켓포병, FH155-1 곡사포 등 견인식과 자주식을 모두 갖춥니다. Gepard 1A1과 Roland 2·3 SAM 체계는 치명적인 방공망을 형성합니다. Luftwaffe는 F-4F를 대전차, 로켓, 전술폭격, 제공 임무로 운용합니다. 현대적인 Tornado IDS 공격기도 여러 근접항공지원을 수행하며, 대보병용 MW-1 집속탄 살포기를 장착한 형식도 포함됩니다."
"HISRFA6PzG";"서독 6. Panzergrenadier-Division(제6기갑척탄병사단)의 주 임무는 덴마크 국경에 접한 서독 슐레스비히-홀슈타인 지역을 NATO LANDJUT의 일부로 방어하는 것이었습니다. 추가 NATO 증원군이 이 전구에 도착할 때까지 최대한 오래 버티기 위해 제6기갑척탄병사단은 Bundeswehr에서 가장 큰 편성 중 하나로 유지되었고, 영토군 여단 Heimatschutzbrigade 51과 헬리콥터 연대, 현지 해군기지의 Bundesmarine 부대까지 대규모로 증원되었습니다.

6. Panzergrenadier는 기계화사단과 기갑사단의 중간 성격을 지닌 혼성편성이지만 최신·최중량 장비 일부는 부족합니다. 일부가 공중강습 훈련을 받은 Panzergrenadier와 Heimat. Jäger 분대가 다수 편성되지만, 전차는 Leopard 1A1A2와 1A2A1 같은 구형 Leopard 1 계열만 배치할 수 있습니다. 그 밖에 CL-89 UAV, Bofors L/70 MFG 대공포, FRR Roland MFG 대공 SAM이 주목할 만합니다. 서독 해군의 지원도 풍부하여 돌격공병 Strandmeister, Marinesicherungs 분대, Kampfschwimmer 특수부대 등 여러 해군보병 유닛이 제공됩니다. 해군항공대 Marinefliegergeschwader는 Sea King 헬리콥터와 비무장 정찰기 Do-28D-2를 운용하며, 집속탄·SEAD 무장의 Tornado MFG와 전폭 임무의 F-104G MFG도 중요한 항공지원을 제공합니다. 덴마크 F-16A는 서독 동맹군에 핵심적인 공중엄호를 제공합니다."
